enemy_team_id,mission,leader,effect_ext,ai_name,member
2401,狩猎游戏EX,蝎甲兽,,待机,蝎甲兽*6|钢狮*10
2402,狩猎游戏EX,歌利亚Plus,,巡逻,侦查者*30|歌利亚Plus*2
2403,,龙骑兵,,待机,劫豹*1|龙骑兵*15
2404,,猎鸥,,待机,猎鸥*25|胡蜂*20
2405,猎兔行动EX,兵蚁,,警戒,兵蚁*90
2406,猎兔行动EX,残兽,,待机,巡游者*30|残兽*15
2407,猎兔行动EX,龙骑兵,,待机,切割者*10|龙骑兵*10
2408,猎兔行动EX,圣盾,,待机,圣盾*15|钢狮*15
2409,猎兔行动EX,蝎甲兽,,待机,狼蛛*15|蝎甲兽*6
2410,猎兔行动EX,歌利亚,,警戒,歌利亚*2
2411,猎兔行动EX,歌利亚Plus,,警戒,歌利亚Plus*2
2412,猎兔行动EX,艾尔菲尔特·华伦泰,,待机,狼蛛*20|艾尔菲尔特·华伦泰*1
2413,,残兽,,待机,护卫者*15|残兽*15
2414,,狼蛛,,待机,狼蛛*60
2415,,射击士,,待机,射击士*10
2416,,射击士,,待机,射击士*10
2417,,剑盾士,,待机,剑盾士*1|射击士*6
2418,,剑盾士,,警戒,剑盾士*2|射击士*8
2419,"鲜血的信念Ⅰ
战斗",ELID感染者头目,,巡逻,ELID感染者_徒手*6|ELID感染者头目*1
2420,"鲜血的信念Ⅰ
战斗",ELID感染者头目,,巡逻,ELID感染者_徒手*6|ELID感染者头目*1
2421,"鲜血的信念Ⅰ
战斗",剑盾士,,待机,剑盾士*1|射击士*14
2422,"鲜血的信念Ⅰ
战斗",ELID感染者_武装,,待机,ELID感染者_武装*15
2423,"鲜血的信念Ⅰ
战斗",ELID感染者_徒手,,待机,ELID感染者_徒手*12
2424,"鲜血的信念Ⅰ
战斗",射击士,,待机,射击士*12
2425,"鲜血的信念Ⅰ
战斗",ELID感染者_徒手,,待机,ELID感染者_徒手*14|ELID感染者_武装*6
2426,,ELID感染者_徒手,,待机,ELID感染者_徒手*8
2427,,ELID感染者_武装,,待机,ELID感染者_徒手*6|ELID感染者_武装*3
2428,"幻影的和平Ⅰ
战斗",射击士,,待机,射击士*8
2429,"幻影的和平Ⅰ
战斗",剑盾士,,待机,剑盾士*1|射击士*8
2430,"幻影的和平Ⅰ
战斗",射击士,,待机,射击士*8
2431,"幻影的和平Ⅰ
战斗",剑盾士,,待机,剑盾士*3|射击士*6
2432,,射击士,,待机,射击士*8
2433,鲜血的信念Ⅱ,射击士,,待机,射击士*15
2434,鲜血的信念Ⅱ,射击士,,待机,射击士*21
2435,鲜血的信念Ⅱ,剑盾士,,待机,剑盾士*4|射击士*18
2436,鲜血的信念Ⅱ,剑盾士,,巡逻,剑盾士*6|射击士*15
2437,鲜血的信念Ⅱ,射击士,,待机,射击士*15
2438,鲜血的信念Ⅱ,ELID感染者_武装,,待机,ELID感染者_徒手*9|ELID感染者_武装*9
2439,,ELID感染者_武装,,待机,ELID感染者_徒手*15|ELID感染者_武装*6
2440,鲜血的信念Ⅱ,ELID感染者_武装,,待机,ELID感染者_徒手*15|ELID感染者_武装*6
2441,,ELID感染者头目,,巡逻,ELID感染者_徒手*30|ELID感染者_武装*25|ELID感染者头目*1
2442,"失落的筹码Ⅰ
战斗",射击士,,待机,射击士*32
2443,"失落的筹码Ⅰ
战斗",剑盾士,,待机,剑盾士*4|射击士*24
2444,"失落的筹码Ⅰ
战斗",巨剑士,,待机,射击士*8|巨剑士*2
2445,"失落的筹码Ⅰ
战斗",剑盾士,,待机,剑盾士*2|射击士*16
2446,"失落的筹码Ⅰ
战斗",射击士,,待机,射击士*24
2447,"失落的筹码Ⅰ
战斗",ELID感染者_武装,,待机,ELID感染者_徒手*16|ELID感染者_武装*16
2448,,ELID感染者_徒手,,待机,ELID感染者_徒手*16|ELID感染者_武装*12
2449,,ELID感染者头目,,警戒,ELID感染者_徒手*30|ELID感染者_武装*25|ELID感染者头目*1
2450,"失落的筹码Ⅲ
战斗",墨丘萝丝,,警戒,剑盾士*4|墨丘萝丝*1|射击士*16
2451,"失落的筹码Ⅲ
战斗",巨剑士,,警戒,巨剑士*3
2452,"失落的筹码Ⅲ
战斗",射击士,,待机,射击士*28
2453,"失落的筹码Ⅲ
战斗",剑盾士,,待机,剑盾士*4|射击士*20
2454,"失落的筹码Ⅲ
战斗",剑盾士,,待机,剑盾士*4|射击士*28
2455,"失落的筹码Ⅲ
战斗",剑盾士,,巡逻,剑盾士*4|射击士*28
2456,"失落的筹码Ⅲ
战斗",射击士,,巡逻,射击士*28
2457,"失落的筹码Ⅲ
战斗",枪骑兵,,巡逻,射击士*24|枪骑兵*2
2458,"失落的筹码Ⅲ
战斗",剑盾士,,巡逻,剑盾士*3|射击士*24
2459,"失落的筹码Ⅲ
战斗",射击士,,巡逻,射击士*24
2460,"失落的筹码Ⅲ
战斗",巨剑士,,巡逻,射击士*12|巨剑士*1
2461,"失落的筹码Ⅲ
战斗",射击士,,巡逻,射击士*24
2462,"猫与鼠Ⅲ
战斗",剑盾士,,待机,牝鹿*6|独眼巨人_SG*6
2463,"猫与鼠Ⅲ
战斗",九头蛇,,警戒,九头蛇*15|圣盾_GA*10
2464,"猫与鼠Ⅲ
战斗",九头蛇,,巡逻,九头蛇*15|独眼巨人_AR*15
2465,"猫与鼠Ⅲ
战斗",九头蛇,,巡逻,九头蛇*15|独眼巨人_AR*15
2466,"猫与鼠Ⅲ
战斗",独眼巨人_AR,,待机,独眼巨人_AR*12
2467,"猫与鼠Ⅲ
战斗",独眼巨人_AR,,待机,独眼巨人_AR*12
2468,"猫与鼠Ⅲ
战斗",独眼巨人_SG,,待机,独眼巨人_AR*9|独眼巨人_SG*9
2469,"猫与鼠Ⅲ
战斗",圣盾_GA,,巡逻,圣盾_GA*6|牝鹿*4
2470,"猫与鼠Ⅲ
战斗",圣盾_GA,,巡逻,圣盾_GA*6|牝鹿*4
2471,,妮莫金,,巡逻,妮莫金*1|射击士*4
2472,,独眼巨人_SG,,待机,独眼巨人_AR*6|独眼巨人_SG*6
2473,猫与鼠Ⅳ,巨剑士,,巡逻,射击士*18|巨剑士*2
2474,猫与鼠Ⅳ,剑盾士,,巡逻,剑盾士*1|射击士*12
2475,猫与鼠Ⅳ,巨剑士,,巡逻,射击士*18|巨剑士*2
2476,猫与鼠Ⅳ,巨剑士,,巡逻,射击士*18|巨剑士*2
2477,猫与鼠Ⅳ,巨剑士,,巡逻,射击士*18|巨剑士*2
2478,猫与鼠Ⅳ,巨剑士,,巡逻,射击士*18|巨剑士*2
2479,猫与鼠Ⅳ,射击士,,待机,射击士*15
2480,猫与鼠Ⅳ,剑盾士,,待机,剑盾士*2|射击士*8
2481,猫与鼠Ⅳ,巨剑士,,待机,射击士*6|巨剑士*15
2482,猫与鼠Ⅳ,射击士,,巡逻,射击士*15
2483,猫与鼠Ⅳ,巨剑士,,巡逻,射击士*18|巨剑士*2
2484,猫与鼠Ⅳ,射击士,,待机,射击士*17
2485,"狼与枭Ⅰ
战斗",剑盾士,,待机,剑盾士*1|射击士*15
2486,"狼与枭Ⅰ
战斗",巨剑士,,巡逻,射击士*15|巨剑士*2
2487,"狼与枭Ⅰ
战斗",巨剑士,,警戒,射击士*15|巨剑士*2
2488,"狼与枭Ⅰ
战斗",射击士,,待机,射击士*20
2489,"狼与枭Ⅰ
战斗",剑盾士,,待机,剑盾士*2|射击士*10
2490,"狼与枭Ⅰ
战斗",射击士,,待机,射击士*12
2491,"狼与枭Ⅰ
战斗",射击士,,待机,射击士*15
2492,"狼与枭Ⅰ
战斗",剑盾士,,待机,剑盾士*1|射击士*9
2493,"狼与枭Ⅱ
战斗",剑盾士,,待机,剑盾士*2|射击士*12
2494,"狼与枭Ⅱ
战斗",巨剑士,,警戒,射击士*15|巨剑士*2
2495,"狼与枭Ⅱ
战斗",剑盾士,,巡逻,剑盾士*4|射击士*15
2496,"狼与枭Ⅱ
战斗",剑盾士,,巡逻,剑盾士*1|射击士*12
2497,"狼与枭Ⅱ
战斗",射击士,,巡逻,射击士*18
2498,"狼与枭Ⅱ
战斗",射击士,,待机,射击士*18
2499,"狼与枭Ⅱ
战斗",剑盾士,,待机,剑盾士*1|射击士*15
2500,"狼与枭Ⅱ
战斗",射击士,,待机,射击士*14
2501,狼与枭Ⅲ,妮莫金,,待机,妮莫金*1|射击士*4
2502,狼与枭Ⅲ,巨剑士,,巡逻,射击士*24|巨剑士*2
2503,,剑盾士,,巡逻,剑盾士*1|射击士*18
2504,狼与枭Ⅲ,射击士,,待机,射击士*21
2505,狼与枭Ⅲ,剑盾士,,待机,剑盾士*1|射击士*18
2506,狼与枭Ⅲ,射击士,,待机,射击士*18
2507,狼与枭Ⅲ,射击士,,待机,射击士*18
2508,狼与枭Ⅲ,射击士,,待机,射击士*24
2509,狼与枭Ⅲ,剑盾士,,待机,剑盾士*2|射击士*18
2510,,剑盾士,,待机,剑盾士*1|射击士*14
2511,"鲛与海Ⅰ
战斗",ELID感染者_徒手,,待机,ELID感染者_徒手*28|ELID感染者_武装*28
2512,"鲛与海Ⅰ
战斗",ELID感染者头目,,警戒,ELID感染者_徒手*20|ELID感染者_武装*10|ELID感染者头目*1
2513,"鲛与海Ⅰ
战斗",ELID感染者头目,,巡逻,ELID感染者头目*1
2514,"鲛与海Ⅰ
战斗",ELID感染者_徒手,,待机,ELID感染者_徒手*9|ELID感染者_武装*11
2515,"鲛与海Ⅰ
战斗",ELID感染者_武装,,待机,ELID感染者_武装*20
2516,"鲛与海Ⅰ
战斗",ELID感染者_徒手,,待机,ELID感染者_徒手*20
2517,"鲛与海Ⅰ
战斗",ELID感染者_徒手,,待机,ELID感染者_徒手*23
2518,"鲛与海Ⅰ
战斗",ELID感染者_武装,,待机,ELID感染者_武装*24
2519,"鲛与海Ⅰ
战斗",ELID感染者_徒手,,待机,ELID感染者_徒手*16|ELID感染者_武装*16
2520,"鲛与海Ⅰ
战斗",ELID感染者_徒手,,待机,ELID感染者_徒手*24
2521,"鲛与海Ⅰ
战斗",ELID感染者_武装,,待机,ELID感染者_武装*20
2522,,蝎甲兽,,警戒,蝎甲兽*20
2523,鲛与海Ⅲ,蝎甲兽,,警戒,蝎甲兽*20
2524,鲛与海Ⅲ,龙骑兵,,待机,护卫者*8|龙骑兵*9
2525,鲛与海Ⅲ,猎鸥,,待机,切割者*14|猎鸥*9
2526,鲛与海Ⅲ,胡蜂,,待机,切割者*14|胡蜂*4
2527,鲛与海Ⅲ,兵蚁,,待机,兵蚁*16|劫豹*1|残兽*16
2528,鲛与海Ⅲ,歌利亚,,待机,歌利亚*1
2529,鲛与海Ⅲ,痛击者,,待机,侦查者*9|痛击者*9
2530,,胡蜂,,待机,护卫者*8|胡蜂*8
2531,"鲛与海Ⅳ
战斗",M16A1,,待机,M16A1*1|护卫者*15|猎鸥*20|龙骑兵*20
2532,"鲛与海Ⅳ
战斗",蝎甲兽,,警戒,蝎甲兽*15
2533,"鲛与海Ⅳ
战斗",蝎甲兽,,警戒,蝎甲兽*13
2534,"鲛与海Ⅳ
战斗",护卫者,,待机,护卫者*20|胡蜂*15
2535,"鲛与海Ⅳ
战斗",蝎甲兽,,待机,护卫者*15|蝎甲兽*3
2536,"鲛与海Ⅳ
战斗",痛击者,,待机,切割者*20|痛击者*15
2537,"鲛与海Ⅳ
战斗",残兽,,待机,护卫者*10|残兽*30
2538,"鲛与海Ⅳ
战斗",猎鸥,,待机,猎鸥*15|胡蜂*15
2539,,射击士,,待机,射击士*40
2540,,剑盾士,,待机,剑盾士*2|射击士*30
2541,,射击士,,待机,射击士*40
2542,,妮莫金,,待机,妮莫金*1|射击士*4
2543,,妮莫金,,警戒,妮莫金*1|射击士*4
2544,,ELID感染者头目,,警戒,ELID感染者_徒手*30|ELID感染者_武装*25|ELID感染者头目*1
2545,边境之外Ⅱ,九头蛇,,待机,九头蛇*30|圣盾_GA*9
2546,边境之外Ⅱ,独眼巨人_SG,,待机,独眼巨人_AR*9|独眼巨人_SG*6
2547,边境之外Ⅱ,牝鹿,,待机,牝鹿*4|独眼巨人_AR*9
2548,边境之外Ⅱ,圣盾_GA,,待机,圣盾_GA*2|牝鹿*4
2549,边境之外Ⅱ,圣盾_GA,,待机,圣盾_GA*12
2550,边境之外Ⅱ,提丰,,待机,提丰*1
2551,边境之外Ⅱ,牝鹿,,扩张,牝鹿*6
2552,,牝鹿,,待机,牝鹿*6|独眼巨人_AR*9
2553,,独眼巨人_SG,,待机,独眼巨人_AR*9|独眼巨人_SG*6
2554,,牝鹿,,待机,牝鹿*4|独眼巨人_AR*9
2555,,圣盾_GA,,待机,圣盾_GA*2|牝鹿*4
2556,,圣盾_GA,,待机,圣盾_GA*12
2557,,牝鹿,,待机,牝鹿*4|独眼巨人_AR*9
2558,,牝鹿,,待机,牝鹿*4|独眼巨人_AR*9
2559,边境之外Ⅲ,九头蛇,,巡逻,九头蛇*45
2560,边境之外Ⅲ,独眼巨人_SG,,待机,独眼巨人_AR*6|独眼巨人_SG*9
2561,边境之外Ⅲ,牝鹿,,待机,牝鹿*9
2562,边境之外Ⅲ,圣盾_GA,,待机,圣盾_GA*4|牝鹿*4
2563,边境之外Ⅲ,圣盾_GA,,待机,圣盾_GA*4|独眼巨人_AR*9
2564,边境之外Ⅲ,指灵,,待机,指灵*3|牝鹿*2
2565,边境之外Ⅲ,提丰,,待机,提丰*1|独眼巨人_AR*6
2566,边境之外Ⅲ,九头蛇,,巡逻,九头蛇*45
2567,,独眼巨人_SG,,待机,独眼巨人_AR*9|独眼巨人_SG*6
2568,尘嚣之上Ⅱ,法官,,待机,护卫者*15|法官*1
2569,尘嚣之上Ⅱ,蝎甲兽,,警戒,蝎甲兽*15
2570,尘嚣之上Ⅱ,残兽,,待机,残兽*36
2571,尘嚣之上Ⅱ,胡蜂,,待机,切割者*15|胡蜂*15
2572,尘嚣之上Ⅱ,护卫者,,待机,护卫者*15|猎鸥*20
2573,尘嚣之上Ⅱ,兵蚁,,待机,兵蚁*75|护卫者*25
2574,尘嚣之上Ⅱ,切割者,,待机,侦查者*20|切割者*20
2575,尘嚣之上Ⅱ,劫豹,,待机,兵蚁*35|劫豹*1|巡游者*25
2576,,护卫者,,待机,护卫者*15|胡蜂*15
2577,"巨墙之下Ⅰ
战斗",ELID感染者头目,,扩张,ELID感染者_徒手*20|ELID感染者_武装*55|ELID感染者头目*1
2578,"巨墙之下Ⅰ
战斗",ELID感染者头目,,巡逻,ELID感染者_徒手*20|ELID感染者_武装*55|ELID感染者头目*1
2579,"巨墙之下Ⅰ
战斗",ELID感染者头目,,巡逻,ELID感染者_徒手*30|ELID感染者_武装*15
2580,"巨墙之下Ⅰ
战斗",ELID感染者_徒手,,扩张,ELID感染者_徒手*40
2581,"巨墙之下Ⅰ
战斗",ELID感染者_武装,,扩张,ELID感染者_武装*40
2582,"巨墙之下Ⅰ
战斗",ELID感染者_徒手,,扩张,ELID感染者_徒手*15|ELID感染者_武装*20
2583,"巨墙之下Ⅰ
战斗",ELID感染者_徒手,,扩张,ELID感染者_徒手*30|ELID感染者_武装*15
2584,,ELID感染者_徒手,,扩张,ELID感染者_徒手*20|ELID感染者_武装*10
2585,,牝鹿,,待机,牝鹿*10|独眼巨人_AR*12
2586,,九头蛇,,待机,九头蛇*3|独眼巨人_AR*9
2587,,指灵,,待机,圣盾_GA*16|指灵*3
2588,尘嚣之上V,M16A1,,待机,M16A1*1
2589,尘嚣之上V,蝎甲兽,,待机,蝎甲兽*9
2590,尘嚣之上V,蝎甲兽,,警戒,蝎甲兽*15
2591,尘嚣之上V,蝎甲兽,,巡逻,蝎甲兽*15
2592,尘嚣之上V,护卫者,,待机,护卫者*20|猎鸥*20
2593,尘嚣之上V,胡蜂,,待机,切割者*20|胡蜂*20
2594,尘嚣之上V,残兽,,待机,劫豹*1|残兽*10|龙骑兵*10
2595,尘嚣之上V,侦查者,,待机,侦查者*25
2596,,歌利亚,,待机,兵蚁*20|歌利亚*1
2597,,ELID感染者_武装,,待机,ELID感染者_徒手*20|ELID感染者_武装*20
2598,,九头蛇,,待机,九头蛇*30
2599,,九头蛇,,待机,九头蛇*15|独眼巨人_AR*15
2600,尘嚣之上V,蝎甲兽,,待机,切割者*10|胡蜂*10|蝎甲兽*4
2601,,M16A1,,待机,M16A1*1|护卫者*15|猎鸥*20|龙骑兵*20
2602,"幻影的和平Ⅰ
战斗",剑盾士,,待机,剑盾士*4|射击士*32
2603,"幻影的和平Ⅰ
战斗",射击士,,待机,射击士*55
2604,"幻影的和平Ⅰ
战斗",射击士,,待机,射击士*40
2605,"幻影的和平Ⅰ
战斗",枪骑兵,,待机,射击士*35|枪骑兵*1
2606,"幻影的和平Ⅰ
战斗",巨剑士,,待机,射击士*25|巨剑士*2
2607,"幻影的和平Ⅰ
战斗",剑盾士,,待机,剑盾士*4|射击士*15
2608,"幻影的和平Ⅰ
战斗",巨剑士,,待机,射击士*35|巨剑士*3
2609,,巨剑士,,待机,射击士*30|巨剑士*1
2610,,巨剑士,,警戒,射击士*35|巨剑士*3
2611,,剑盾士,,待机,剑盾士*4|射击士*35
2612,,射击士,,待机,射击士*45
2613,,剑盾士,,待机,剑盾士*6|射击士*20
2614,,枪骑兵,,待机,射击士*20|枪骑兵*1
2615,"鲜血的信念Ⅰ
战斗",巨剑士,,待机,射击士*16|巨剑士*2
2616,"鲜血的信念Ⅰ
战斗",巨剑士,,巡逻,巨剑士*15
2617,"鲜血的信念Ⅰ
战斗",巨剑士,,巡逻,巨剑士*15
2618,"鲜血的信念Ⅰ
战斗",射击士,,待机,射击士*45
2619,"鲜血的信念Ⅰ
战斗",ELID感染者_徒手,,待机,ELID感染者_徒手*25|ELID感染者_武装*20
2620,"鲜血的信念Ⅰ
战斗",ELID感染者_徒手,,待机,ELID感染者_武装*45
2621,"鲜血的信念Ⅰ
战斗",ELID感染者_武装,,待机,ELID感染者_徒手*15|ELID感染者_武装*30
2622,"鲜血的信念Ⅰ
战斗",射击士,,待机,射击士*50
2623,"鲜血的信念Ⅰ
战斗",ELID感染者_徒手,,待机,ELID感染者_徒手*55
2624,鲜血的信念Ⅱ,巨剑士,,待机,射击士*30|巨剑士*2
2625,鲜血的信念Ⅱ,剑盾士,,待机,剑盾士*6|射击士*35
2626,鲜血的信念Ⅱ,剑盾士,,巡逻,剑盾士*3|射击士*25
2627,鲜血的信念Ⅱ,射击士,,待机,射击士*45
2628,鲜血的信念Ⅱ,ELID感染者_徒手,,待机,ELID感染者_徒手*45
2629,鲜血的信念Ⅱ,ELID感染者_武装,,待机,ELID感染者_武装*45
2630,鲜血的信念Ⅱ,ELID感染者_徒手,,待机,ELID感染者_徒手*20|ELID感染者_武装*30
2631,鲜血的信念Ⅱ,ELID感染者_徒手,,待机,ELID感染者_徒手*20|ELID感染者_武装*25
2632,鲜血的信念Ⅱ,射击士,,待机,射击士*40
2633,,射击士,,待机,射击士*40
2634,,巨剑士,,警戒,巨剑士*15
2635,"失落的筹码Ⅰ
战斗",巨剑士,,巡逻,巨剑士*15
2636,,巨剑士,,待机,巨剑士*15
2637,"失落的筹码Ⅰ
战斗",射击士,,待机,射击士*45
2638,"失落的筹码Ⅰ
战斗",剑盾士,,待机,剑盾士*9|射击士*20
2639,"失落的筹码Ⅰ
战斗",枪骑兵,,待机,射击士*30|枪骑兵*1
2640,"失落的筹码Ⅰ
战斗",ELID感染者_徒手,,待机,ELID感染者_徒手*20|ELID感染者_武装*20
2641,"失落的筹码Ⅰ
战斗",ELID感染者_徒手,,待机,ELID感染者_徒手*25|ELID感染者_武装*25
2642,,ELID感染者_徒手,,待机,ELID感染者_徒手*20|ELID感染者_武装*20
2643,"失落的筹码Ⅲ
战斗",墨丘萝丝,,待机,剑盾士*4|墨丘萝丝*1
2644,"失落的筹码Ⅲ
战斗",巨剑士,,警戒,巨剑士*15
2645,"失落的筹码Ⅲ
战斗",枪骑兵,,巡逻,射击士*40|枪骑兵*6
2646,"失落的筹码Ⅲ
战斗",枪骑兵,,巡逻,射击士*40|枪骑兵*6
2647,"失落的筹码Ⅲ
战斗",巨剑士,,巡逻,巨剑士*15
2648,"失落的筹码Ⅲ
战斗",射击士,,巡逻,射击士*35
2649,"失落的筹码Ⅲ
战斗",剑盾士,,巡逻,剑盾士*10
2650,"失落的筹码Ⅲ
战斗",剑盾士,,巡逻,剑盾士*4|射击士*30
2651,"失落的筹码Ⅲ
战斗",射击士,,待机,射击士*30
2652,"失落的筹码Ⅲ
战斗",射击士,,待机,射击士*33
2653,"失落的筹码Ⅲ
战斗",剑盾士,,待机,剑盾士*3|射击士*20
2654,"猫与鼠Ⅲ
战斗",圣盾_GA,,警戒,九头蛇*15|圣盾_GA*15
2655,"猫与鼠Ⅲ
战斗",九头蛇,,警戒,九头蛇*15
2656,"猫与鼠Ⅲ
战斗",独眼巨人_AR,,巡逻,独眼巨人_AR*15|独眼巨人_SG*20
2657,"猫与鼠Ⅲ
战斗",独眼巨人_SG,,巡逻,独眼巨人_AR*20|独眼巨人_SG*20
2658,"猫与鼠Ⅲ
战斗",独眼巨人_SG,,巡逻,独眼巨人_AR*15|独眼巨人_SG*20
2659,"猫与鼠Ⅲ
战斗",独眼巨人_AR,,巡逻,独眼巨人_AR*20|独眼巨人_SG*20
2660,"猫与鼠Ⅲ
战斗",圣盾_GA,,警戒,圣盾_GA*15|牝鹿*20
2661,"猫与鼠Ⅲ
战斗",指灵,,警戒,圣盾_GA*10|指灵*3|牝鹿*10
2662,"猫与鼠Ⅲ
战斗",指灵,,警戒,圣盾_GA*15|指灵*3|牝鹿*10
2663,"猫与鼠Ⅲ
战斗",九头蛇,,待机,九头蛇*2|牝鹿*30
2664,"猫与鼠Ⅲ
战斗",圣盾_GA,,警戒,圣盾_GA*15|牝鹿*15
2665,,妮莫金,,待机,妮莫金*1|射击士*4
2666,,妮莫金,,警戒,妮莫金*1|射击士*4
2667,猫与鼠Ⅳ,巨剑士,,巡逻,射击士*35|巨剑士*3
2668,猫与鼠Ⅳ,剑盾士,,巡逻,剑盾士*4|射击士*35
2669,猫与鼠Ⅳ,巨剑士,,巡逻,射击士*35|巨剑士*3
2670,猫与鼠Ⅳ,巨剑士,,巡逻,射击士*35|巨剑士*3
2671,猫与鼠Ⅳ,巨剑士,,巡逻,射击士*35|巨剑士*3
2672,猫与鼠Ⅳ,巨剑士,,巡逻,射击士*35|巨剑士*3
2673,,独眼巨人_AR,,待机,独眼巨人_AR*24
2674,猫与鼠Ⅳ,射击士,,待机,射击士*45
2675,猫与鼠Ⅳ,剑盾士,,待机,剑盾士*4|射击士*30
2676,猫与鼠Ⅳ,剑盾士,,待机,剑盾士*3|射击士*35
2677,猫与鼠Ⅳ,剑盾士,,巡逻,剑盾士*3|射击士*35
2678,猫与鼠Ⅳ,巨剑士,,巡逻,射击士*20|巨剑士*3
2679,"狼与枭Ⅰ
战斗",剑盾士,,待机,剑盾士*6|射击士*30
2680,"狼与枭Ⅰ
战斗",巨剑士,,巡逻,巨剑士*15
2681,"狼与枭Ⅰ
战斗",巨剑士,,警戒,巨剑士*15
2682,"狼与枭Ⅰ
战斗",剑盾士,,待机,剑盾士*4|射击士*30
2683,"狼与枭Ⅰ
战斗",巨剑士,,待机,射击士*35|巨剑士*2
2684,"狼与枭Ⅰ
战斗",剑盾士,,待机,剑盾士*4|射击士*30
2685,"狼与枭Ⅰ
战斗",射击士,,警戒,射击士*45
2686,"狼与枭Ⅰ
战斗",巨剑士,,待机,射击士*20|巨剑士*2
2687,"狼与枭Ⅰ
战斗",剑盾士,,待机,剑盾士*4|射击士*20
2688,"狼与枭Ⅰ
战斗",射击士,,待机,射击士*45
2689,"狼与枭Ⅰ
战斗",射击士,,待机,射击士*45
2690,"狼与枭Ⅱ
战斗",剑盾士,,待机,剑盾士*9|射击士*20
2691,"狼与枭Ⅱ
战斗",巨剑士,,警戒,射击士*20|巨剑士*4
2692,,巨剑士,,巡逻,射击士*20|巨剑士*2
2693,,剑盾士,,巡逻,剑盾士*3|射击士*30
2694,"狼与枭Ⅱ
战斗",射击士,,巡逻,射击士*40
2695,"狼与枭Ⅱ
战斗",剑盾士,,巡逻,剑盾士*2|射击士*30
2696,"狼与枭Ⅱ
战斗",射击士,,待机,射击士*35
2697,"狼与枭Ⅱ
战斗",射击士,,待机,射击士*40
2698,"狼与枭Ⅱ
战斗",剑盾士,,待机,剑盾士*4|射击士*30
2699,狼与枭Ⅲ,妮莫金,,待机,妮莫金*1|射击士*4
2700,狼与枭Ⅲ,巨剑士,,巡逻,巨剑士*15
2701,狼与枭Ⅲ,剑盾士,,巡逻,剑盾士*5|射击士*15
2702,狼与枭Ⅲ,射击士,,待机,射击士*30
2703,狼与枭Ⅲ,射击士,,待机,射击士*40
2704,狼与枭Ⅲ,巨剑士,,待机,射击士*15|巨剑士*1
2705,狼与枭Ⅲ,ELID感染者_徒手,,待机,ELID感染者_徒手*20|ELID感染者_武装*25
2706,狼与枭Ⅲ,ELID感染者_徒手,,待机,ELID感染者_徒手*20|ELID感染者_武装*20
2707,狼与枭Ⅲ,剑盾士,,待机,剑盾士*3|射击士*25
2708,狼与枭Ⅲ,巨剑士,,待机,射击士*10|巨剑士*1
2709,狼与枭Ⅲ,巨剑士,,待机,射击士*10|巨剑士*1
2710,,射击士,,待机,射击士*30
2711,狼与枭Ⅲ,剑盾士,,待机,剑盾士*6|射击士*15
2712,狼与枭Ⅲ,枪骑兵,,警戒,射击士*15|巨剑士*2|枪骑兵*1
2713,"鲛与海Ⅰ
战斗",ELID感染者头目,,待机,ELID感染者_徒手*30|ELID感染者头目*1
2714,"鲛与海Ⅰ
战斗",巨剑士,,警戒,射击士*30|巨剑士*10|枪骑兵*1
2715,"鲛与海Ⅰ
战斗",巨剑士,,巡逻,射击士*30|巨剑士*10|枪骑兵*1
2716,"鲛与海Ⅰ
战斗",巨剑士,,巡逻,射击士*30|巨剑士*1
2717,"鲛与海Ⅰ
战斗",ELID感染者_徒手,,待机,ELID感染者_徒手*30
2718,"鲛与海Ⅰ
战斗",ELID感染者_武装,,待机,ELID感染者_徒手*30|ELID感染者_武装*15
2719,"鲛与海Ⅰ
战斗",巨剑士,,待机,射击士*15|巨剑士*1
2720,"鲛与海Ⅰ
战斗",射击士,,待机,射击士*56
2721,"鲛与海Ⅰ
战斗",射击士,,待机,射击士*35
2722,"鲛与海Ⅰ
战斗",ELID感染者_徒手,,待机,ELID感染者_徒手*33
2723,"鲛与海Ⅰ
战斗",剑盾士,,待机,剑盾士*4|射击士*25
2724,鲛与海Ⅲ,歌利亚,,待机,护卫者SWAP*20|歌利亚*1|龙骑兵SWAP*15
2725,鲛与海Ⅲ,蝎甲兽,,警戒,蝎甲兽*15
2726,鲛与海Ⅲ,蝎甲兽,,警戒,蝎甲兽*15
2727,鲛与海Ⅲ,胡蜂,,待机,兵蚁*10|切割者*15|胡蜂*15
2728,鲛与海Ⅲ,龙骑兵SWAP,,待机,护卫者SWAP*8|胡蜂*15|龙骑兵SWAP*12
2729,鲛与海Ⅲ,残兽,,待机,切割者*15|残兽*15|猎鸥SWAP*5
2730,鲛与海Ⅲ,残兽,,待机,残兽*15|痛击者SWAP*15
2731,鲛与海Ⅲ,胡蜂,,待机,侦查者*15|切割者*15|胡蜂*15
2732,鲛与海Ⅲ,护卫者SWAP,,待机,护卫者SWAP*15|猎鸥SWAP*10
2733,鲛与海Ⅲ,龙骑兵SWAP,,待机,切割者*15|猎鸥SWAP*10|龙骑兵SWAP*1
2734,,切割者,,待机,侦查者*15|切割者*15
2735,"鲛与海Ⅳ
战斗",M16A1,,待机,M16A1*1|护卫者SWAP*15|猎鸥SWAP*10|龙骑兵*20
2736,"鲛与海Ⅳ
战斗",蝎甲兽,,警戒,蝎甲兽*25
